PassengerId,Survived,Pclass,Name,Sex,Age,SibSp,Parch,Ticket,Fare,Cabin,Embarked,Email
261,0,3,"Smith, Mr. Thomas",male,,0,0,384461,7.75,,Q,261262@gmail.com
262,1,3,"Asplund, Master. Edvin Rojj Felix",male,3,4,2,347077,31.3875,,S,262263@gmail.com
263,0,1,"Taussig, Mr. Emil",male,52,1,1,110413,79.65,E67,S,263264@gmail.com
264,0,1,"Harrison, Mr. William",male,40,0,0,112059,0,B94,S,264265@gmail.com
265,0,3,"Henry, Miss. Delia",female,,0,0,382649,7.75,,Q,265266@gmail.com
266,0,2,"Reeves, Mr. David",male,36,0,0,C.A. 17248,10.5,,S,266267@gmail.com
267,0,3,"Panula, Mr. Ernesti Arvid",male,16,4,1,3101295,39.6875,,S,267268@gmail.com
268,1,3,"Persson, Mr. Ernst Ulrik",male,25,1,0,347083,7.775,,S,268269@gmail.com
269,1,1,"Graham, Mrs. William Thompson (Edith Junkins)",female,58,0,1,PC 17582,153.4625,C125,S,269270@gmail.com
270,1,1,"Bissette, Miss. Amelia",female,35,0,0,PC 17760,135.6333,C99,S,270271@gmail.com
271,0,1,"Cairns, Mr. Alexander",male,,0,0,113798,31,,S,271272@gmail.com
272,1,3,"Tornquist, Mr. William Henry",male,25,0,0,LINE,0,,S,272273@gmail.com
273,1,2,"Mellinger, Mrs. (Elizabeth Anne Maidment)",female,41,0,1,250644,19.5,,S,273274@gmail.com
274,0,1,"Natsch, Mr. Charles H",male,37,0,1,PC 17596,29.7,C118,C,274275@gmail.com
275,1,3,"Healy, Miss. Hanora ""Nora""",female,,0,0,370375,7.75,,Q,275276@gmail.com
276,1,1,"Andrews, Miss. Kornelia Theodosia",female,63,1,0,13502,77.9583,D7,S,276277@gmail.com
277,0,3,"Lindblom, Miss. Augusta Charlotta",female,45,0,0,347073,7.75,,S,277278@gmail.com
278,0,2,"Parkes, Mr. Francis ""Frank""",male,,0,0,239853,0,,S,278279@gmail.com
279,0,3,"Rice, Master. Eric",male,7,4,1,382652,29.125,,Q,279280@gmail.com
280,1,3,"Abbott, Mrs. Stanton (Rosa Hunt)",female,35,1,1,C.A. 2673,20.25,,S,280281@gmail.com
281,0,3,"Duane, Mr. Frank",male,65,0,0,336439,7.75,,Q,281282@gmail.com
282,0,3,"Olsson, Mr. Nils Johan Goransson",male,28,0,0,347464,7.8542,,S,282283@gmail.com
283,0,3,"de Pelsmaeker, Mr. Alfons",male,16,0,0,345778,9.5,,S,283284@gmail.com
284,1,3,"Dorking, Mr. Edward Arthur",male,19,0,0,A/5. 10482,8.05,,S,284285@gmail.com
285,0,1,"Smith, Mr. Richard William",male,,0,0,113056,26,A19,S,285286@gmail.com
286,0,3,"Stankovic, Mr. Ivan",male,33,0,0,349239,8.6625,,C,286287@gmail.com
287,1,3,"de Mulder, Mr. Theodore",male,30,0,0,345774,9.5,,S,287288@gmail.com
288,0,3,"Naidenoff, Mr. Penko",male,22,0,0,349206,7.8958,,S,288289@gmail.com
289,1,2,"Hosono, Mr. Masabumi",male,42,0,0,237798,13,,S,289290@gmail.com
290,1,3,"Connolly, Miss. Kate",female,22,0,0,370373,7.75,,Q,290291@gmail.com
291,1,1,"Barber, Miss. Ellen ""Nellie""",female,26,0,0,19877,78.85,,S,291292@gmail.com
292,1,1,"Bishop, Mrs. Dickinson H (Helen Walton)",female,19,1,0,11967,91.0792,B49,C,292293@gmail.com
293,0,2,"Levy, Mr. Rene Jacques",male,36,0,0,SC/Paris 2163,12.875,D,C,293294@gmail.com
294,0,3,"Haas, Miss. Aloisia",female,24,0,0,349236,8.85,,S,294295@gmail.com
295,0,3,"Mineff, Mr. Ivan",male,24,0,0,349233,7.8958,,S,295296@gmail.com
296,0,1,"Lewy, Mr. Ervin G",male,,0,0,PC 17612,27.7208,,C,296297@gmail.com
297,0,3,"Hanna, Mr. Mansour",male,23.5,0,0,2693,7.2292,,C,297298@gmail.com
298,0,1,"Allison, Miss. Helen Loraine",female,2,1,2,113781,151.55,C22 C26,S,298299@gmail.com
299,1,1,"Saalfeld, Mr. Adolphe",male,,0,0,19988,30.5,C106,S,299300@gmail.com
300,1,1,"Baxter, Mrs. James (Helene DeLaudeniere Chaput)",female,50,0,1,PC 17558,247.5208,B58 B60,C,300301@gmail.com
301,1,3,"Kelly, Miss. Anna Katherine ""Annie Kate""",female,,0,0,9234,7.75,,Q,301302@gmail.com
302,1,3,"McCoy, Mr. Bernard",male,,2,0,367226,23.25,,Q,302303@gmail.com
303,0,3,"Johnson, Mr. William Cahoone Jr",male,19,0,0,LINE,0,,S,303304@gmail.com
304,1,2,"Keane, Miss. Nora A",female,,0,0,226593,12.35,E101,Q,304305@gmail.com
305,0,3,"Williams, Mr. Howard Hugh ""Harry""",male,,0,0,A/5 2466,8.05,,S,305306@gmail.com
306,1,1,"Allison, Master. Hudson Trevor",male,0.92,1,2,113781,151.55,C22 C26,S,306307@gmail.com
307,1,1,"Fleming, Miss. Margaret",female,,0,0,17421,110.8833,,C,307308@gmail.com
308,1,1,"Penasco y Castellana, Mrs. Victor de Satode (Maria Josefa Perez de Soto y Vallejo)",female,17,1,0,PC 17758,108.9,C65,C,308309@gmail.com
309,0,2,"Abelson, Mr. Samuel",male,30,1,0,P/PP 3381,24,,C,309310@gmail.com
310,1,1,"Francatelli, Miss. Laura Mabel",female,30,0,0,PC 17485,56.9292,E36,C,310311@gmail.com
311,1,1,"Hays, Miss. Margaret Bechstein",female,24,0,0,11767,83.1583,C54,C,311312@gmail.com
312,1,1,"Ryerson, Miss. Emily Borie",female,18,2,2,PC 17608,262.375,B57 B59 B63 B66,C,312313@gmail.com
313,0,2,"Lahtinen, Mrs. William (Anna Sylfven)",female,26,1,1,250651,26,,S,313314@gmail.com
314,0,3,"Hendekovic, Mr. Ignjac",male,28,0,0,349243,7.8958,,S,314315@gmail.com
315,0,2,"Hart, Mr. Benjamin",male,43,1,1,F.C.C. 13529,26.25,,S,315316@gmail.com
316,1,3,"Nilsson, Miss. Helmina Josefina",female,26,0,0,347470,7.8542,,S,316317@gmail.com
317,1,2,"Kantor, Mrs. Sinai (Miriam Sternin)",female,24,1,0,244367,26,,S,317318@gmail.com
318,0,2,"Moraweck, Dr. Ernest",male,54,0,0,29011,14,,S,318319@gmail.com
319,1,1,"Wick, Miss. Mary Natalie",female,31,0,2,36928,164.8667,C7,S,319320@gmail.com
320,1,1,"Spedden, Mrs. Frederic Oakley (Margaretta Corning Stone)",female,40,1,1,16966,134.5,E34,C,320321@gmail.com
321,0,3,"Dennis, Mr. Samuel",male,22,0,0,A/5 21172,7.25,,S,321322@gmail.com
322,0,3,"Danoff, Mr. Yoto",male,27,0,0,349219,7.8958,,S,322323@gmail.com
323,1,2,"Slayter, Miss. Hilda Mary",female,30,0,0,234818,12.35,,Q,323324@gmail.com
324,1,2,"Caldwell, Mrs. Albert Francis (Sylvia Mae Harbaugh)",female,22,1,1,248738,29,,S,324325@gmail.com
325,0,3,"Sage, Mr. George John Jr",male,,8,2,CA. 2343,69.55,,S,325326@gmail.com
326,1,1,"Young, Miss. Marie Grice",female,36,0,0,PC 17760,135.6333,C32,C,326327@gmail.com
327,0,3,"Nysveen, Mr. Johan Hansen",male,61,0,0,345364,6.2375,,S,327328@gmail.com
328,1,2,"Ball, Mrs. (Ada E Hall)",female,36,0,0,28551,13,D,S,328329@gmail.com
329,1,3,"Goldsmith, Mrs. Frank John (Emily Alice Brown)",female,31,1,1,363291,20.525,,S,329330@gmail.com
330,1,1,"Hippach, Miss. Jean Gertrude",female,16,0,1,111361,57.9792,B18,C,330331@gmail.com
331,1,3,"McCoy, Miss. Agnes",female,,2,0,367226,23.25,,Q,331332@gmail.com
332,0,1,"Partner, Mr. Austen",male,45.5,0,0,113043,28.5,C124,S,332333@gmail.com
333,0,1,"Graham, Mr. George Edward",male,38,0,1,PC 17582,153.4625,C91,S,333334@gmail.com
334,0,3,"Vander Planke, Mr. Leo Edmondus",male,16,2,0,345764,18,,S,334335@gmail.com
335,1,1,"Frauenthal, Mrs. Henry William (Clara Heinsheimer)",female,,1,0,PC 17611,133.65,,S,335336@gmail.com
336,0,3,"Denkoff, Mr. Mitto",male,,0,0,349225,7.8958,,S,336337@gmail.com
337,0,1,"Pears, Mr. Thomas Clinton",male,29,1,0,113776,66.6,C2,S,337338@gmail.com
338,1,1,"Burns, Miss. Elizabeth Margaret",female,41,0,0,16966,134.5,E40,C,338339@gmail.com
339,1,3,"Dahl, Mr. Karl Edwart",male,45,0,0,7598,8.05,,S,339340@gmail.com
340,0,1,"Blackwell, Mr. Stephen Weart",male,45,0,0,113784,35.5,T,S,340341@gmail.com
341,1,2,"Navratil, Master. Edmond Roger",male,2,1,1,230080,26,F2,S,341342@gmail.com
342,1,1,"Fortune, Miss. Alice Elizabeth",female,24,3,2,19950,263,C23 C25 C27,S,342343@gmail.com
343,0,2,"Collander, Mr. Erik Gustaf",male,28,0,0,248740,13,,S,343344@gmail.com
344,0,2,"Sedgwick, Mr. Charles Frederick Waddington",male,25,0,0,244361,13,,S,344345@gmail.com
345,0,2,"Fox, Mr. Stanley Hubert",male,36,0,0,229236,13,,S,345346@gmail.com
346,1,2,"Brown, Miss. Amelia ""Mildred""",female,24,0,0,248733,13,F33,S,346347@gmail.com
347,1,2,"Smith, Miss. Marion Elsie",female,40,0,0,31418,13,,S,347348@gmail.com
348,1,3,"Davison, Mrs. Thomas Henry (Mary E Finck)",female,,1,0,386525,16.1,,S,348349@gmail.com
349,1,3,"Coutts, Master. William Loch ""William""",male,3,1,1,C.A. 37671,15.9,,S,349350@gmail.com
350,0,3,"Dimic, Mr. Jovan",male,42,0,0,315088,8.6625,,S,350351@gmail.com
351,0,3,"Odahl, Mr. Nils Martin",male,23,0,0,7267,9.225,,S,351352@gmail.com
352,0,1,"Williams-Lambert, Mr. Fletcher Fellows",male,,0,0,113510,35,C128,S,352353@gmail.com
353,0,3,"Elias, Mr. Tannous",male,15,1,1,2695,7.2292,,C,353354@gmail.com
354,0,3,"Arnold-Franchi, Mr. Josef",male,25,1,0,349237,17.8,,S,354355@gmail.com
355,0,3,"Yousif, Mr. Wazli",male,,0,0,2647,7.225,,C,355356@gmail.com
356,0,3,"Vanden Steen, Mr. Leo Peter",male,28,0,0,345783,9.5,,S,356357@gmail.com
357,1,1,"Bowerman, Miss. Elsie Edith",female,22,0,1,113505,55,E33,S,357358@gmail.com
358,0,2,"Funk, Miss. Annie Clemmer",female,38,0,0,237671,13,,S,358359@gmail.com
359,1,3,"McGovern, Miss. Mary",female,,0,0,330931,7.8792,,Q,359360@gmail.com
360,1,3,"Mockler, Miss. Helen Mary ""Ellie""",female,,0,0,330980,7.8792,,Q,360361@gmail.com
361,0,3,"Skoog, Mr. Wilhelm",male,40,1,4,347088,27.9,,S,361362@gmail.com
362,0,2,"del Carlo, Mr. Sebastiano",male,29,1,0,SC/PARIS 2167,27.7208,,C,362363@gmail.com
363,0,3,"Barbara, Mrs. (Catherine David)",female,45,0,1,2691,14.4542,,C,363364@gmail.com
364,0,3,"Asim, Mr. Adola",male,35,0,0,SOTON/O.Q. 3101310,7.05,,S,364365@gmail.com
365,0,3,"O'Brien, Mr. Thomas",male,,1,0,370365,15.5,,Q,365366@gmail.com
366,0,3,"Adahl, Mr. Mauritz Nils Martin",male,30,0,0,C 7076,7.25,,S,366367@gmail.com
367,1,1,"Warren, Mrs. Frank Manley (Anna Sophia Atkinson)",female,60,1,0,110813,75.25,D37,C,367368@gmail.com
368,1,3,"Moussa, Mrs. (Mantoura Boulos)",female,,0,0,2626,7.2292,,C,368369@gmail.com
369,1,3,"Jermyn, Miss. Annie",female,,0,0,14313,7.75,,Q,369370@gmail.com
370,1,1,"Aubart, Mme. Leontine Pauline",female,24,0,0,PC 17477,69.3,B35,C,370371@gmail.com
371,1,1,"Harder, Mr. George Achilles",male,25,1,0,11765,55.4417,E50,C,371372@gmail.com
372,0,3,"Wiklund, Mr. Jakob Alfred",male,18,1,0,3101267,6.4958,,S,372373@gmail.com
373,0,3,"Beavan, Mr. William Thomas",male,19,0,0,323951,8.05,,S,373374@gmail.com
374,0,1,"Ringhini, Mr. Sante",male,22,0,0,PC 17760,135.6333,,C,374375@gmail.com
375,0,3,"Palsson, Miss. Stina Viola",female,3,3,1,349909,21.075,,S,375376@gmail.com
376,1,1,"Meyer, Mrs. Edgar Joseph (Leila Saks)",female,,1,0,PC 17604,82.1708,,C,376377@gmail.com
377,1,3,"Landergren, Miss. Aurora Adelia",female,22,0,0,C 7077,7.25,,S,377378@gmail.com
378,0,1,"Widener, Mr. Harry Elkins",male,27,0,2,113503,211.5,C82,C,378379@gmail.com
379,0,3,"Betros, Mr. Tannous",male,20,0,0,2648,4.0125,,C,379380@gmail.com
380,0,3,"Gustafsson, Mr. Karl Gideon",male,19,0,0,347069,7.775,,S,380381@gmail.com
381,1,1,"Bidois, Miss. Rosalie",female,42,0,0,PC 17757,227.525,,C,381382@gmail.com
382,1,3,"Nakid, Miss. Maria (""Mary"")",female,1,0,2,2653,15.7417,,C,382383@gmail.com
383,0,3,"Tikkanen, Mr. Juho",male,32,0,0,STON/O 2. 3101293,7.925,,S,383384@gmail.com
384,1,1,"Holverson, Mrs. Alexander Oskar (Mary Aline Towner)",female,35,1,0,113789,52,,S,384385@gmail.com
385,0,3,"Plotcharsky, Mr. Vasil",male,,0,0,349227,7.8958,,S,385386@gmail.com
386,0,2,"Davies, Mr. Charles Henry",male,18,0,0,S.O.C. 14879,73.5,,S,386387@gmail.com
387,0,3,"Goodwin, Master. Sidney Leonard",male,1,5,2,CA 2144,46.9,,S,387388@gmail.com
388,1,2,"Buss, Miss. Kate",female,36,0,0,27849,13,,S,388389@gmail.com
389,0,3,"Sadlier, Mr. Matthew",male,,0,0,367655,7.7292,,Q,389390@gmail.com
390,1,2,"Lehmann, Miss. Bertha",female,17,0,0,SC 1748,12,,C,390391@gmail.com
391,1,1,"Carter, Mr. William Ernest",male,36,1,2,113760,120,B96 B98,S,391392@gmail.com
392,1,3,"Jansson, Mr. Carl Olof",male,21,0,0,350034,7.7958,,S,392393@gmail.com
393,0,3,"Gustafsson, Mr. Johan Birger",male,28,2,0,3101277,7.925,,S,393394@gmail.com
394,1,1,"Newell, Miss. Marjorie",female,23,1,0,35273,113.275,D36,C,394395@gmail.com
395,1,3,"Sandstrom, Mrs. Hjalmar (Agnes Charlotta Bengtsson)",female,24,0,2,PP 9549,16.7,G6,S,395396@gmail.com
396,0,3,"Johansson, Mr. Erik",male,22,0,0,350052,7.7958,,S,396397@gmail.com
397,0,3,"Olsson, Miss. Elina",female,31,0,0,350407,7.8542,,S,397398@gmail.com
398,0,2,"McKane, Mr. Peter David",male,46,0,0,28403,26,,S,398399@gmail.com
399,0,2,"Pain, Dr. Alfred",male,23,0,0,244278,10.5,,S,399400@gmail.com
400,1,2,"Trout, Mrs. William H (Jessie L)",female,28,0,0,240929,12.65,,S,400401@gmail.com
401,1,3,"Niskanen, Mr. Juha",male,39,0,0,STON/O 2. 3101289,7.925,,S,401402@gmail.com
402,0,3,"Adams, Mr. John",male,26,0,0,341826,8.05,,S,402403@gmail.com
403,0,3,"Jussila, Miss. Mari Aina",female,21,1,0,4137,9.825,,S,403404@gmail.com
404,0,3,"Hakkarainen, Mr. Pekka Pietari",male,28,1,0,STON/O2. 3101279,15.85,,S,404405@gmail.com
405,0,3,"Oreskovic, Miss. Marija",female,20,0,0,315096,8.6625,,S,405406@gmail.com
406,0,2,"Gale, Mr. Shadrach",male,34,1,0,28664,21,,S,406407@gmail.com
407,0,3,"Widegren, Mr. Carl/Charles Peter",male,51,0,0,347064,7.75,,S,407408@gmail.com
408,1,2,"Richards, Master. William Rowe",male,3,1,1,29106,18.75,,S,408409@gmail.com
409,0,3,"Birkeland, Mr. Hans Martin Monsen",male,21,0,0,312992,7.775,,S,409410@gmail.com
410,0,3,"Lefebre, Miss. Ida",female,,3,1,4133,25.4667,,S,410411@gmail.com
411,0,3,"Sdycoff, Mr. Todor",male,,0,0,349222,7.8958,,S,411412@gmail.com
412,0,3,"Hart, Mr. Henry",male,,0,0,394140,6.8583,,Q,412413@gmail.com
413,1,1,"Minahan, Miss. Daisy E",female,33,1,0,19928,90,C78,Q,413414@gmail.com
414,0,2,"Cunningham, Mr. Alfred Fleming",male,,0,0,239853,0,,S,414415@gmail.com
415,1,3,"Sundman, Mr. Johan Julian",male,44,0,0,STON/O 2. 3101269,7.925,,S,415416@gmail.com
416,0,3,"Meek, Mrs. Thomas (Annie Louise Rowley)",female,,0,0,343095,8.05,,S,416417@gmail.com
417,1,2,"Drew, Mrs. James Vivian (Lulu Thorne Christian)",female,34,1,1,28220,32.5,,S,417418@gmail.com
418,1,2,"Silven, Miss. Lyyli Karoliina",female,18,0,2,250652,13,,S,418419@gmail.com
419,0,2,"Matthews, Mr. William John",male,30,0,0,28228,13,,S,419420@gmail.com
420,0,3,"Van Impe, Miss. Catharina",female,10,0,2,345773,24.15,,S,420421@gmail.com
421,0,3,"Gheorgheff, Mr. Stanio",male,,0,0,349254,7.8958,,C,421422@gmail.com
422,0,3,"Charters, Mr. David",male,21,0,0,A/5. 13032,7.7333,,Q,422423@gmail.com
423,0,3,"Zimmerman, Mr. Leo",male,29,0,0,315082,7.875,,S,423424@gmail.com
424,0,3,"Danbom, Mrs. Ernst Gilbert (Anna Sigrid Maria Brogren)",female,28,1,1,347080,14.4,,S,424425@gmail.com
425,0,3,"Rosblom, Mr. Viktor Richard",male,18,1,1,370129,20.2125,,S,425426@gmail.com
426,0,3,"Wiseman, Mr. Phillippe",male,,0,0,A/4. 34244,7.25,,S,426427@gmail.com
427,1,2,"Clarke, Mrs. Charles V (Ada Maria Winfield)",female,28,1,0,2003,26,,S,427428@gmail.com
428,1,2,"Phillips, Miss. Kate Florence (""Mrs Kate Louise Phillips Marshall"")",female,19,0,0,250655,26,,S,428429@gmail.com
429,0,3,"Flynn, Mr. James",male,,0,0,364851,7.75,,Q,429430@gmail.com
430,1,3,"Pickard, Mr. Berk (Berk Trembisky)",male,32,0,0,SOTON/O.Q. 392078,8.05,E10,S,430431@gmail.com
431,1,1,"Bjornstrom-Steffansson, Mr. Mauritz Hakan",male,28,0,0,110564,26.55,C52,S,431432@gmail.com
432,1,3,"Thorneycroft, Mrs. Percival (Florence Kate White)",female,,1,0,376564,16.1,,S,432433@gmail.com
433,1,2,"Louch, Mrs. Charles Alexander (Alice Adelaide Slow)",female,42,1,0,SC/AH 3085,26,,S,433434@gmail.com
434,0,3,"Kallio, Mr. Nikolai Erland",male,17,0,0,STON/O 2. 3101274,7.125,,S,434435@gmail.com
435,0,1,"Silvey, Mr. William Baird",male,50,1,0,13507,55.9,E44,S,435436@gmail.com
436,1,1,"Carter, Miss. Lucile Polk",female,14,1,2,113760,120,B96 B98,S,436437@gmail.com
437,0,3,"Ford, Miss. Doolina Margaret ""Daisy""",female,21,2,2,W./C. 6608,34.375,,S,437438@gmail.com
438,1,2,"Richards, Mrs. Sidney (Emily Hocking)",female,24,2,3,29106,18.75,,S,438439@gmail.com
439,0,1,"Fortune, Mr. Mark",male,64,1,4,19950,263,C23 C25 C27,S,439440@gmail.com
440,0,2,"Kvillner, Mr. Johan Henrik Johannesson",male,31,0,0,C.A. 18723,10.5,,S,440441@gmail.com
441,1,2,"Hart, Mrs. Benjamin (Esther Ada Bloomfield)",female,45,1,1,F.C.C. 13529,26.25,,S,441442@gmail.com
442,0,3,"Hampe, Mr. Leon",male,20,0,0,345769,9.5,,S,442443@gmail.com
443,0,3,"Petterson, Mr. Johan Emil",male,25,1,0,347076,7.775,,S,443444@gmail.com
444,1,2,"Reynaldo, Ms. Encarnacion",female,28,0,0,230434,13,,S,444445@gmail.com
445,1,3,"Johannesen-Bratthammer, Mr. Bernt",male,,0,0,65306,8.1125,,S,445446@gmail.com
446,1,1,"Dodge, Master. Washington",male,4,0,2,33638,81.8583,A34,S,446447@gmail.com
447,1,2,"Mellinger, Miss. Madeleine Violet",female,13,0,1,250644,19.5,,S,447448@gmail.com
448,1,1,"Seward, Mr. Frederic Kimber",male,34,0,0,113794,26.55,,S,448449@gmail.com
449,1,3,"Baclini, Miss. Marie Catherine",female,5,2,1,2666,19.2583,,C,449450@gmail.com
450,1,1,"Peuchen, Major. Arthur Godfrey",male,52,0,0,113786,30.5,C104,S,450451@gmail.com
451,0,2,"West, Mr. Edwy Arthur",male,36,1,2,C.A. 34651,27.75,,S,451452@gmail.com
452,0,3,"Hagland, Mr. Ingvald Olai Olsen",male,,1,0,65303,19.9667,,S,452453@gmail.com
453,0,1,"Foreman, Mr. Benjamin Laventall",male,30,0,0,113051,27.75,C111,C,453454@gmail.com
454,1,1,"Goldenberg, Mr. Samuel L",male,49,1,0,17453,89.1042,C92,C,454455@gmail.com
455,0,3,"Peduzzi, Mr. Joseph",male,,0,0,A/5 2817,8.05,,S,455456@gmail.com
456,1,3,"Jalsevac, Mr. Ivan",male,29,0,0,349240,7.8958,,C,456457@gmail.com
457,0,1,"Millet, Mr. Francis Davis",male,65,0,0,13509,26.55,E38,S,457458@gmail.com
458,1,1,,female,,1,0,17464,51.8625,D21,S,458459@gmail.com
459,1,2,"Toomey, Miss. Ellen",female,50,0,0,F.C.C. 13531,10.5,,S,459460@gmail.com
460,0,3,"O'Connor, Mr. Maurice",male,,0,0,371060,7.75,,Q,460461@gmail.com
461,1,1,"Anderson, Mr. Harry",male,48,0,0,19952,26.55,E12,S,461462@gmail.com
462,0,3,"Morley, Mr. William",male,34,0,0,364506,8.05,,S,462463@gmail.com
463,0,1,"Gee, Mr. Arthur H",male,47,0,0,111320,38.5,E63,S,463464@gmail.com
464,0,2,"Milling, Mr. Jacob Christian",male,48,0,0,234360,13,,S,464465@gmail.com
465,0,3,"Maisner, Mr. Simon",male,,0,0,A/S 2816,8.05,,S,465466@gmail.com
466,0,3,"Goncalves, Mr. Manuel Estanslas",male,38,0,0,SOTON/O.Q. 3101306,7.05,,S,466467@gmail.com
467,0,2,"Campbell, Mr. William",male,,0,0,239853,0,,S,467468@gmail.com
468,0,1,"Smart, Mr. John Montgomery",male,56,0,0,113792,26.55,,S,468469@gmail.com
469,0,3,"Scanlan, Mr. James",male,,0,0,36209,7.725,,Q,469470@gmail.com
470,1,3,"Baclini, Miss. Helene Barbara",female,0.75,2,1,2666,19.2583,,C,470471@gmail.com
471,0,3,"Keefe, Mr. Arthur",male,,0,0,323592,7.25,,S,471472@gmail.com
472,0,3,"Cacic, Mr. Luka",male,38,0,0,315089,8.6625,,S,472473@gmail.com
473,1,2,"West, Mrs. Edwy Arthur (Ada Mary Worth)",female,33,1,2,C.A. 34651,27.75,,S,473474@gmail.com
474,1,2,"Jerwan, Mrs. Amin S (Marie Marthe Thuillard)",female,23,0,0,SC/AH Basle 541,13.7917,D,C,474475@gmail.com
475,0,3,"Strandberg, Miss. Ida Sofia",female,22,0,0,7553,9.8375,,S,475476@gmail.com
476,0,1,"Clifford, Mr. George Quincy",male,,0,0,110465,52,A14,S,476477@gmail.com
477,0,2,"Renouf, Mr. Peter Henry",male,34,1,0,31027,21,,S,477478@gmail.com
478,0,3,"Braund, Mr. Lewis Richard",male,29,1,0,3460,7.0458,,S,478479@gmail.com
479,0,3,"Karlsson, Mr. Nils August",male,22,0,0,350060,7.5208,,S,479480@gmail.com
480,1,3,"Hirvonen, Miss. Hildur E",female,2,0,1,3101298,12.2875,,S,480481@gmail.com
481,0,3,"Goodwin, Master. Harold Victor",male,9,5,2,CA 2144,46.9,,S,481482@gmail.com
482,0,2,"Frost, Mr. Anthony Wood ""Archie""",male,,0,0,239854,0,,S,482483@gmail.com
483,0,3,"Rouse, Mr. Richard Henry",male,50,0,0,A/5 3594,8.05,,S,483484@gmail.com
484,1,3,"Turkula, Mrs. (Hedwig)",female,63,0,0,4134,9.5875,,S,484485@gmail.com
485,1,1,"Bishop, Mr. Dickinson H",male,25,1,0,11967,91.0792,B49,C,485486@gmail.com
486,0,3,"Lefebre, Miss. Jeannie",female,,3,1,4133,25.4667,,S,486487@gmail.com
487,1,1,"Hoyt, Mrs. Frederick Maxfield (Jane Anne Forby)",female,35,1,0,19943,90,C93,S,487488@gmail.com
488,0,1,"Kent, Mr. Edward Austin",male,58,0,0,11771,29.7,B37,C,488489@gmail.com
489,0,3,"Somerton, Mr. Francis William",male,30,0,0,A.5. 18509,8.05,,S,489490@gmail.com
490,1,3,"Coutts, Master. Eden Leslie ""Neville""",male,9,1,1,C.A. 37671,15.9,,S,490491@gmail.com
491,0,3,"Hagland, Mr. Konrad Mathias Reiersen",male,,1,0,65304,19.9667,,S,491492@gmail.com
492,0,3,"Windelov, Mr. Einar",male,21,0,0,SOTON/OQ 3101317,7.25,,S,492493@gmail.com
493,0,1,"Molson, Mr. Harry Markland",male,55,0,0,113787,30.5,C30,S,493494@gmail.com
494,0,1,"Artagaveytia, Mr. Ramon",male,71,0,0,PC 17609,49.5042,,C,494495@gmail.com
495,0,3,"Stanley, Mr. Edward Roland",male,21,0,0,A/4 45380,8.05,,S,495496@gmail.com
496,0,3,"Yousseff, Mr. Gerious",male,,0,0,2627,14.4583,,C,496497@gmail.com
497,1,1,"Eustis, Miss. Elizabeth Mussey",female,54,1,0,36947,78.2667,D20,C,497498@gmail.com
498,0,3,"Shellard, Mr. Frederick William",male,,0,0,C.A. 6212,15.1,,S,498499@gmail.com
499,0,1,"Allison, Mrs. Hudson J C (Bessie Waldo Daniels)",female,25,1,2,113781,151.55,C22 C26,S,499500@gmail.com
500,0,3,"Svensson, Mr. Olof",male,24,0,0,350035,7.7958,,S,500501@gmail.com
501,0,3,"Calic, Mr. Petar",male,17,0,0,315086,8.6625,,S,501502@gmail.com
502,0,3,"Canavan, Miss. Mary",female,21,0,0,364846,7.75,,Q,502503@gmail.com
503,0,3,"O'Sullivan, Miss. Bridget Mary",female,,0,0,330909,7.6292,,Q,503504@gmail.com
504,0,3,"Laitinen, Miss. Kristina Sofia",female,37,0,0,4135,9.5875,,S,504505@gmail.com
505,1,1,"Maioni, Miss. Roberta",female,16,0,0,110152,86.5,B79,S,505506@gmail.com
506,0,1,"Penasco y Castellana, Mr. Victor de Satode",male,18,1,0,PC 17758,108.9,C65,C,506507@gmail.com
507,1,2,"Quick, Mrs. Frederick Charles (Jane Richards)",female,33,0,2,26360,26,,S,507508@gmail.com
508,1,1,"Bradley, Mr. George (""George Arthur Brayton"")",male,,0,0,111427,26.55,,S,508509@gmail.com
509,0,3,"Olsen, Mr. Henry Margido",male,28,0,0,C 4001,22.525,,S,509510@gmail.com
510,1,3,"Lang, Mr. Fang",male,26,0,0,1601,56.4958,,S,510511@gmail.com
511,1,3,"Daly, Mr. Eugene Patrick",male,29,0,0,382651,7.75,,Q,511512@gmail.com
512,0,3,"Webber, Mr. James",male,,0,0,SOTON/OQ 3101316,8.05,,S,512513@gmail.com
513,1,1,"McGough, Mr. James Robert",male,36,0,0,PC 17473,26.2875,E25,S,513514@gmail.com
514,1,1,"Rothschild, Mrs. Martin (Elizabeth L. Barrett)",female,54,1,0,PC 17603,59.4,,C,514515@gmail.com
515,0,3,"Coleff, Mr. Satio",male,24,0,0,349209,7.4958,,S,515516@gmail.com
516,0,1,"Walker, Mr. William Anderson",male,47,0,0,36967,34.0208,D46,S,516517@gmail.com
517,1,2,"Lemore, Mrs. (Amelia Milley)",female,34,0,0,C.A. 34260,10.5,F33,S,517518@gmail.com
518,0,3,"Ryan, Mr. Patrick",male,,0,0,371110,24.15,,Q,518519@gmail.com
519,1,2,"Angle, Mrs. William A (Florence ""Mary"" Agnes Hughes)",female,36,1,0,226875,26,,S,519520@gmail.com
520,0,3,"Pavlovic, Mr. Stefo",male,32,0,0,349242,7.8958,,S,520521@gmail.com
